concentration_1	concentration_2	concentration_3	concentration_4	concentration_5	concentration_6
37	41	44	40	34	55
12	48	34	38	36	45
33	38	21	41	36	35
56	31	0	69	39	11
48	49	5	50	43	38
23	62	0	46	31	27
34	42	29	43	37	35
34	66	37	48	34	58
60	36	38	46	39	36
38	34	5	57	33	52
35	44	27	52	31	34
38	47	132	43	37	37
45	42	34	44	34	34
28	55	0	45	32	12
3	26	38	40	17	19
43	48	39	41	41	37
36	44	33	46	35	38
39	42	33	45	32	34
37	44	41	49	35	36
45	44	20	53	39	63
0	66	4	52	34	35
34	44	24	37	33	34
72	36	0	45	22	34
37	45	32	39	40	36
32	43	15	39	21	22
38	43	24	45	34	31
45	45	45	51	96	34
41	47	34	43	35	34
0	16	0	60	36	51
26	48	43	39	25	51
43	44	126	44	39	38
39	46	36	49	42	35
27	33	19	53	19	38
36	47	30	46	36	34
45	62	31	44	83	47
39	53	29	48	36	34
47	52	67	47	41	36
37	48	21	50	33	33
30	54	87	49	33	38
42	54	28	47	36	34
26	41	127	36	92	11
38	49	33	47	33	34
0	50	0	36	0	46
39	53	42	51	39	39
39	45	24	48	36	36
39	45	24	48	36	36
39	49	35	48	38	33
41	45	25	47	46	22
37	50	30	51	43	34
37	64	29	50	56	38
37	45	23	40	36	34
41	33	42	53	41	38
42	51	31	47	35	35
45	66	0	37	12	12
41	48	26	43	37	34
39	37	9	45	36	54
38	46	26	48	41	34
37	47	29	45	23	32
39	48	27	47	35	35
55	31	64	50	40	17
43	50	29	54	37	37
21	49	0	56	36	46
37	47	30	55	35	34
71	48	0	43	38	36
40	48	43	52	36	35
65	42	34	52	56	27
38	45	32	50	37	32
42	39	129	56	46	26
108	55	0	53	51	39
45	57	0	77	30	52
37	48	28	51	34	33
62	64	38	49	32	34
38	51	34	50	37	34
51	64	10	70	34	57
25	34	76	41	18	48
45	79	47	34	89	41
54	53	57	65	43	37
43	51	30	51	40	39
33	46	31	50	34	35
41	48	31	52	34	36
43	44	39	59	34	36
34	71	18	70	43	35
52	63	0	41	29	26
39	47	31	58	36	38
43	49	0	57	76	28
73	27	0	41	31	28
38	48	26	49	43	38
60	59	48	53	48	41
40	48	59	50	44	36
40	50	34	53	39	38
40	50	34	53	39	38
34	46	26	53	37	35
39	57	61	59	46	37
48	50	6	48	41	42
43	38	0	56	35	41
37	47	23	60	35	36
68	19	0	39	35	38
39	52	33	58	37	39
61	43	0	62	54	38
37	45	29	60	34	37
29	51	48	61	60	41
43	49	38	57	39	41
31	44	50	48	77	18
40	49	32	58	35	40
57	44	37	57	16	39
42	70	61	39	14	41
48	59	3	72	26	32
36	47	28	56	37	36
49	66	0	76	40	37
44	47	32	58	47	38
0	3	129	48	2	19
36	50	27	55	36	38
47	39	47	50	32	37
73	50	33	56	40	39
41	50	49	47	50	39
33	48	24	56	35	38
38	51	35	55	41	37
37	48	27	56	82	39
59	50	32	57	38	34
46	47	0	40	39	50
36	49	28	52	37	36
44	51	37	56	43	38
40	55	40	58	91	40
45	52	35	58	39	38
64	58	11	58	26	31
36	49	29	54	43	36
33	52	32	61	38	39
45	57	10	60	44	39
37	49	34	58	40	40
78	73	51	71	9	46
39	51	30	52	41	39
28	5	0	41	42	31
43	53	42	66	40	43
62	49	0	61	53	39
36	48	31	50	36	38
30	18	37	55	43	38
30	18	37	55	43	38
38	55	18	50	44	40
47	33	41	50	39	41
21	48	0	50	32	35
42	41	56	54	51	32
51	67	75	54	42	32
42	45	36	51	42	42
38	47	34	52	37	40
40	46	28	49	35	43
31	46	39	50	73	42
39	48	13	53	41	45
7	51	118	56	41	38
40	50	38	55	39	43
46	94	59	54	47	48
45	49	41	57	45	40
30	40	11	45	50	38
65	56	39	57	41	39
27	49	48	61	25	43
47	56	35	56	40	42
59	55	56	48	42	56
40	50	35	55	41	40
36	63	68	53	0	47
53	52	0	65	47	38
38	51	24	57	44	43
41	53	31	60	43	43
38	54	34	62	44	40
39	54	45	54	38	44
59	40	25	81	33	39
30	57	0	81	33	31
50	56	54	66	72	47
41	46	28	53	47	41
39	46	29	62	40	38
35	49	2	34	44	40
49	41	64	44	52	41
44	62	2	70	70	46
37	44	27	61	40	40
33	54	3	54	50	29
46	51	35	58	48	36
63	61	6	65	39	29
44	50	32	60	40	35
37	50	47	60	43	50
43	48	35	58	43	37
24	55	9	71	22	42
80	90	6	51	85	47
52	82	45	61	52	40
45	48	35	61	41	36
45	48	35	61	41	36
59	41	35	56	40	36
45	70	47	48	47	41
45	51	40	62	54	43
58	82	5	57	62	64
41	46	31	52	39	39
49	45	34	61	44	39
41	46	47	61	42	39
30	5	22	77	33	37
42	47	25	56	39	42
41	44	38	61	45	44
46	49	45	59	47	45
44	38	102	64	29	28
41	44	34	63	40	45
42	75	21	80	42	45
46	47	47	64	50	47
103	40	139	63	70	50
60	47	24	70	75	44
38	49	34	56	46	43
55	54	42	47	9	46
42	50	47	58	45	44
44	50	28	74	59	39
18	53	26	62	47	43
32	58	155	96	44	45
51	55	41	56	47	44
21	32	3	64	55	39
39	53	33	59	44	41
60	63	124	64	25	71
48	51	40	63	44	41
49	76	51	63	87	44
39	51	24	62	42	41
73	52	41	59	47	53
48	55	34	53	47	43
35	62	42	58	50	43
43	48	30	62	43	42
29	56	142	71	65	18
49	37	162	55	53	55
46	48	15	64	43	39
56	34	0	65	65	44
58	46	33	63	45	41
48	54	49	65	92	46
42	49	40	65	50	41
68	53	9	56	26	38
38	51	24	38	80	31
49	52	56	64	39	40
48	53	44	61	43	43
48	53	44	61	43	43
42	51	33	59	40	43
43	51	34	61	44	44
48	48	11	59	28	42
52	44	34	59	51	41
61	56	21	53	64	43
45	51	38	55	42	42
51	47	32	62	49	43
46	50	43	56	45	42
0	40	109	58	51	49
42	49	31	61	44	43
51	64	152	56	14	23
54	57	48	64	46	42
45	16	90	48	50	40
45	42	63	55	73	55
43	48	40	57	42	44
52	54	46	62	39	47
47	51	47	63	44	44
30	38	86	70	39	44
40	52	40	60	46	44
190	57	57	66	22	43
44	50	39	63	44	43
36	49	67	63	27	45
43	49	32	57	45	42
71	46	70	63	48	56
43	55	51	57	44	40
47	53	0	69	58	45
43	49	29	59	44	44
91	49	22	65	49	38
40	47	37	66	45	44
0	66	17	61	0	50
55	71	35	56	16	44
50	57	15	65	48	68
41	51	51	69	46	45
43	50	33	65	40	43
41	52	40	51	48	41
43	52	26	60	25	41
7	57	27	56	46	44
47	54	105	67	53	37
43	52	29	62	46	41
54	57	145	47	56	56
53	53	46	62	46	46
17	49	3	40	76	18
43	54	37	72	44	43
41	70	65	68	66	53
45	56	43	49	47	48
45	56	43	49	47	48
42	58	21	51	37	38
43	50	29	63	44	42
69	67	36	61	40	45
49	58	47	62	46	45
31	52	124	51	39	45
66	45	60	61	32	51
57	55	35	65	44	41
44	57	30	81	50	36
47	58	38	63	47	42
24	55	41	69	24	47
74	58	27	58	43	44
45	60	0	66	47	43
50	63	37	65	43	43
92	52	157	60	55	55
70	52	2	66	23	37
59	54	86	89	15	23
50	60	47	66	54	51
51	56	47	67	46	45
45	56	33	64	49	45
48	57	36	62	47	44
49	56	39	46	64	50
51	54	45	67	48	43
46	48	9	69	54	41
44	58	30	65	47	45
83	62	68	65	28	47
62	62	39	70	53	50
50	58	44	65	48	44
44	55	32	66	45	44
46	55	30	74	46	46
42	27	7	93	78	67
51	57	35	67	48	44
51	45	113	74	51	58
27	48	2	61	46	50
48	52	41	64	49	46
66	23	75	50	48	40
37	56	76	49	42	49
28	88	115	63	60	47
32	47	48	55	1	45
47	48	45	63	47	45
51	35	0	38	46	53
45	52	141	69	74	52
77	45	72	68	53	50
66	38	131	86	100	41
83	48	38	56	0	67
83	48	38	56	0	67
143	46	27	67	48	46
29	46	48	64	48	44
43	50	40	59	43	46
57	57	38	68	54	48
39	78	27	77	41	49
55	63	34	55	36	51
44	49	32	68	51	44
45	44	32	67	52	45
47	85	24	68	48	50
56	51	42	72	52	48
43	53	40	70	32	45
55	53	34	68	46	46
53	40	133	74	61	55
49	55	38	72	51	51
53	53	39	66	50	49
31	70	49	62	35	41
53	53	42	63	50	48
52	47	36	76	70	44
46	62	50	55	55	53
47	60	0	71	40	62
44	54	34	62	47	49
39	77	0	41	106	63
57	56	37	65	48	47
40	48	27	47	46	48
45	54	37	69	4	48
42	43	43	69	48	48
53	59	33	66	47	48
33	15	0	59	34	24
48	54	35	67	49	45
48	56	139	69	47	48
57	53	47	68	51	46
33	28	37	76	54	53
43	52	28	67	47	47
47	54	0	57	65	70
54	52	37	66	48	48
60	51	29	67	66	52
52	51	30	67	47	46
75	56	25	64	55	51
47	55	54	66	50	47
75	56	143	65	101	65
51	51	31	66	48	43
42	52	46	71	52	49
37	56	152	73	47	51
50	50	42	69	49	46
50	50	42	69	49	46
36	75	40	67	40	47
50	55	35	72	49	50
53	58	27	65	58	51
56	59	45	77	56	53
78	20	151	90	96	48
49	55	39	68	50	47
92	60	25	75	77	43
48	59	46	70	64	58
57	56	84	67	62	46
45	54	32	69	48	48
43	53	38	79	49	47
48	53	38	73	50	47
51	87	151	75	12	51
72	72	24	74	63	54
41	60	43	98	29	51
41	41	156	74	71	53
50	57	41	67	51	50
48	57	58	61	51	41
49	55	44	73	48	49
39	69	130	81	3	72
52	60	48	61	50	50
50	58	33	69	41	46
47	54	35	64	50	48
91	57	51	73	63	50
49	54	47	72	54	51
22	64	149	65	72	52
47	58	34	65	51	47
53	24	52	45	51	64
59	59	45	61	58	72
50	44	12	68	51	44
50	51	38	67	49	48
42	14	18	60	58	51
49	56	42	74	52	50
31	81	97	60	64	63
47	51	34	75	49	47
54	55	53	74	49	54
48	55	46	87	45	52
69	45	38	78	59	47
45	52	32	77	51	46
3	16	0	60	29	49
49	58	49	76	51	49
50	57	47	71	78	34
47	56	33	76	49	46
3	56	100	89	96	58
62	55	43	75	52	47
62	55	43	75	52	47
34	67	0	72	97	68
45	52	33	72	50	49
56	54	44	78	64	54
56	56	52	78	51	48
63	25	54	46	98	47
53	54	38	75	50	47
42	53	33	96	96	47
49	57	35	72	56	48
35	77	115	79	59	48
50	58	39	69	51	47
52	62	43	73	56	49
48	64	38	71	48	47
66	42	44	52	51	45
41	57	124	76	36	32
79	86	0	70	56	48
58	52	55	77	63	47
50	59	40	62	59	48
48	57	36	73	48	45
52	56	38	72	50	46
57	59	36	74	58	72
46	57	18	74	49	50
39	59	36	66	38	43
50	58	35	75	51	45
56	75	71	74	61	50
54	59	45	74	62	50
58	52	42	77	36	37
56	60	41	72	50	49
59	58	15	65	54	58
49	59	34	73	52	51
53	52	11	83	24	56
49	55	37	73	49	50
33	54	0	62	25	67
79	60	42	72	53	51
51	64	22	63	59	45
51	63	38	69	51	48
53	64	64	71	56	49
50	62	49	77	60	50
70	81	0	74	102	41
49	58	44	68	53	49
73	38	131	90	6	53
60	79	54	75	56	50
70	63	34	69	35	51
50	61	36	72	50	49
54	67	52	75	54	50
54	67	52	75	54	50
51	61	42	73	59	50
50	50	28	77	34	53
36	83	6	70	38	41
75	51	112	70	58	39
55	67	58	78	40	47
56	57	39	68	52	50
50	56	36	75	56	49
51	58	37	72	52	51
94	58	104	48	10	57
54	59	45	74	52	50
68	32	0	95	77	73
48	59	35	71	51	47
53	49	22	76	50	58
48	59	37	72	62	52
55	64	53	72	43	49
48	57	40	72	54	49
54	59	39	80	52	48
0	91	44	66	48	65
56	59	43	77	52	50
56	68	36	70	51	31
52	55	41	77	51	49
77	52	26	75	82	50
56	60	44	77	89	49
58	56	39	74	53	48
56	58	38	75	48	43
53	58	35	72	52	50
53	51	0	50	51	39
49	62	38	64	57	49
77	88	0	75	71	47
52	56	33	75	53	46
56	78	0	79	61	50
61	65	26	76	55	40
50	59	50	77	53	47
50	58	29	73	52	47
52	60	40	74	54	48
39	59	166	64	0	68
51	62	41	76	52	52
46	19	0	67	44	38
54	58	40	89	37	61
57	80	32	95	67	20
70	65	64	81	59	39
58	59	47	82	55	50
54	64	0	67	54	62
52	60	39	78	49	50
57	61	0	73	59	48
57	61	0	73	59	48
44	66	48	74	49	51
31	60	126	61	70	50
51	57	37	74	53	49
51	58	78	80	38	37
59	66	68	80	58	55
54	54	55	78	57	51
48	55	36	73	51	50
52	60	41	75	54	51
84	61	42	76	56	48
53	59	33	70	47	51
81	53	78	74	33	53
52	58	37	74	55	51
56	64	58	78	102	52
55	62	53	82	55	52
63	93	50	91	43	46
53	57	41	76	57	51
81	85	90	80	53	53
53	55	136	80	56	62
34	75	164	73	45	54
44	62	0	76	64	37
63	65	47	83	56	49
55	67	49	79	59	49
74	79	55	74	54	52
54	48	0	78	45	40
76	69	77	87	94	48
70	67	44	75	63	51
71	66	51	80	57	47
61	60	36	75	54	46
61	61	0	74	47	50
88	67	10	89	55	50
42	61	30	72	59	44
52	61	39	75	52	47
17	80	0	72	50	51
56	66	53	76	56	50
49	50	53	84	70	54
53	62	35	75	51	48
39	60	53	73	63	51
54	59	43	77	54	51
64	84	0	87	55	70
51	60	40	75	54	50
52	52	41	71	60	50
57	55	42	72	58	54
47	59	52	73	85	41
52	53	38	81	53	51
81	21	82	65	110	58
81	21	82	65	110	58
52	55	39	74	58	56
46	66	25	76	54	72
55	53	35	76	55	53
91	53	72	83	97	52
54	43	62	79	67	53
25	51	74	79	59	52
54	58	38	65	56	51
85	55	3	58	114	23
71	65	71	77	58	65
38	56	41	71	86	61
53	55	38	74	52	50
53	53	36	78	58	53
58	50	52	78	56	55
15	52	76	79	75	52
66	48	91	63	31	52
62	63	75	101	98	26
63	89	43	73	61	57
54	64	58	75	56	52
55	59	37	76	55	50
58	57	44	76	59	52
87	54	41	76	55	51
59	50	56	73	55	53
60	64	0	69	72	51
55	52	35	73	53	52
68	57	50	78	50	53
59	47	53	76	56	54
61	64	53	75	38	58
0	73	156	74	57	52
55	56	44	78	40	53
57	57	35	75	56	53
57	56	32	74	59	52
57	55	41	75	56	52
56	57	47	78	31	52
54	57	40	75	59	53
69	60	44	76	50	51
60	54	32	72	54	54
53	45	59	72	53	54
61	57	57	79	59	54
70	26	76	92	53	49
56	56	41	79	55	55
94	56	38	69	52	52
54	57	47	79	60	58
72	60	52	72	69	56
56	57	32	76	53	55
56	57	32	76	53	55
46	19	0	75	64	54
65	55	53	77	59	59
74	66	69	68	76	50
52	55	36	71	57	53
64	58	7	101	51	58
55	59	50	80	58	54
49	45	99	63	63	47
58	59	42	78	57	54
66	67	150	80	14	61
58	46	42	78	99	62
60	45	32	78	105	48
36	49	65	74	50	55
56	54	39	76	56	52
56	60	50	104	70	59
57	55	43	79	60	55
61	63	49	85	57	45
59	56	32	78	55	54
61	92	12	76	0	72
56	61	50	77	58	58
74	72	33	75	42	57
52	61	40	75	59	54
43	78	0	81	64	51
54	69	52	81	61	50
67	91	54	80	46	52
52	63	40	78	59	51
71	53	0	106	70	44
66	65	74	80	62	55
59	60	57	87	59	50
55	60	39	86	55	52
53	64	40	83	59	52
62	56	0	78	20	60
26	31	0	72	54	54
48	72	0	86	48	48
53	66	40	83	62	53
58	98	17	88	29	58
63	67	56	82	64	54
82	69	127	113	64	47
56	66	33	80	56	53
58	64	50	81	59	55
57	66	29	81	52	55
59	69	40	81	58	57
66	78	33	76	45	53
52	59	44	76	54	54
53	63	47	80	37	75
44	55	44	78	68	57
44	55	44	78	68	57
57	61	47	79	65	53
52	58	32	79	56	53
58	61	48	85	55	52
61	63	45	74	18	57
67	64	56	82	65	53
73	48	57	82	55	54
59	60	31	93	56	53
58	64	44	73	38	56
61	63	55	91	60	56
56	68	44	83	66	56
56	62	41	83	54	54
77	61	41	80	59	56
58	60	49	83	57	55
24	50	60	85	58	59
83	72	25	77	28	53
54	62	43	81	56	54
60	47	57	95	49	57
63	64	47	83	64	58
89	67	27	97	77	60
57	63	37	80	58	54
76	75	60	81	50	62
66	72	61	96	68	61
34	74	64	82	52	62
55	60	36	87	58	56
65	63	48	77	59	56
63	63	55	88	59	53
107	75	24	74	35	63
71	58	7	80	81	60
68	55	30	53	63	73
91	92	51	91	62	55
62	62	32	79	67	54
56	61	40	76	61	52
43	68	34	75	56	54
59	62	36	79	35	63
75	78	69	78	91	68
70	61	35	74	60	56
60	62	43	82	56	52
62	63	46	84	65	59
64	60	47	86	58	53
44	55	22	78	41	67
41	42	40	55	9	55
66	60	22	79	77	57
62	61	41	83	57	58
56	56	38	85	62	54
56	56	38	85	62	54
55	50	67	82	59	56
53	45	48	84	55	57
65	48	0	94	101	73
62	40	22	83	51	38
57	56	40	81	60	52
64	60	62	79	60	55
63	61	43	81	60	53
41	57	90	90	51	62
55	63	65	85	63	58
44	70	9	83	70	58
62	66	42	79	59	59
55	60	49	75	56	56
60	61	44	80	63	56
60	66	46	77	59	58
56	21	38	84	101	57
69	63	100	74	92	50
56	62	45	78	56	57
68	67	61	81	69	60
64	67	43	79	60	56
105	69	40	67	64	48
66	60	45	77	62	54
55	94	44	56	71	74
110	68	62	107	48	58
86	92	42	79	55	61
45	47	84	66	52	57
58	59	49	78	58	58
65	63	43	82	73	64
61	61	48	78	61	58
73	58	75	80	70	51
60	60	54	81	62	57
67	64	10	80	111	53
59	61	52	80	66	60
53	50	107	90	56	54
61	63	45	80	59	56
66	48	51	82	63	58
58	64	41	80	61	54
57	62	0	64	69	58
58	65	36	82	60	52
57	62	39	87	112	54
63	67	45	84	66	60
61	63	33	88	65	57
59	62	40	91	59	57
54	62	14	86	80	60
57	67	31	84	71	61
57	67	31	84	71	61
98	52	73	91	54	48
58	61	33	83	62	58
58	61	43	86	65	58
64	63	53	88	60	60
81	78	61	83	61	61
85	75	97	73	63	52
46	80	0	56	47	51
61	62	64	86	75	61
64	62	41	83	69	60
61	56	38	86	61	58
62	59	34	84	66	61
90	67	6	89	106	58
49	43	53	85	17	57
83	50	34	79	51	59
58	56	44	79	64	58
67	58	43	83	67	73
63	60	55	87	63	61
85	40	139	71	69	79
62	60	35	79	64	60
68	57	69	75	47	58
66	63	37	79	53	62
225	43	0	71	63	59
34	50	12	90	70	61
57	64	40	79	62	53
59	105	8	76	69	53
59	64	42	80	63	53
91	38	136	57	43	65
55	63	43	87	62	55
0	59	0	55	45	52
66	67	53	87	69	59
65	80	32	79	74	51
54	63	41	87	62	57
60	67	50	82	63	60
59	68	48	84	69	61
61	67	45	82	63	59
49	56	17	80	54	58
60	66	43	88	68	63
57	67	145	84	71	59
72	59	75	84	58	64
56	43	53	83	104	57
59	86	53	80	66	60
62	60	40	82	62	59
63	71	68	84	61	61
61	67	47	79	62	60
45	65	9	103	70	61
45	65	9	103	70	61
57	65	39	81	62	60
54	69	46	77	67	61
70	66	66	85	69	60
92	62	2	72	67	61
52	82	0	83	31	60
57	67	40	81	64	61
101	65	56	84	72	54
60	63	51	88	67	60
51	79	2	86	70	53
64	62	43	81	62	62
45	65	37	103	105	87
68	69	51	87	65	63
51	45	77	95	65	61
43	88	25	88	75	70
60	63	44	75	65	60
64	69	50	84	74	61
63	67	39	85	67	62
12	37	37	94	62	60
56	63	38	83	65	58
46	33	0	85	65	61
56	66	21	86	72	54
80	82	109	84	17	52
86	66	122	103	73	58
56	67	38	85	66	60
62	67	42	89	68	60
62	68	41	91	66	60
